idx,domain,type,question,target_answer,answer,ox,judge_reason,prompt_tokens,completion_tokens,total_tokens
51,finance,image,電子決済手段を利用しない理由で「電子的決済手段と比べ、約束手形の方が利便性が高いため」と回答した企業の割合は何％ですか？,12%です。,提供された文書からは、電子決済手段を利用しない理由として「電子的決済手段と比べ、約束手形の方が利便性が高いため」と回答した企業の割合については確認できません。,X,評価対象の回答は正解である「12%」という数値を提供しておらず、文書から確認できないと回答放棄しているため。,265,1198,1463
52,finance,image,2022年の中堅企業のでんさいの発生記録請求件数は何件ですか？,136万件です。,提供された文書には、2022 年における「中堅企業」のでんさい発生記録請求件数に関する具体的な数値が示されていません。したがって、現時点でその件数を回答することはできません。,X,評価対象の回答は回答を放棄しており、正解に含まれる主要な数値「136万件」が含まれていないため。,264,1539,1803
53,finance,paragraph,2020年から2021年の間に全国の金融機関の預金残高が大幅に増加した理由と2007年のグローバル金融危機（GFC）期間における預金残高の傾向との違いを比較して説明します。,2020年から2021年の間に全国の金融機関の預金残高が大幅に増加した主な理由は、COVID-19ファンデミックによって政府が大規模な資金供給と制度的融資を行ったためです。これにより、企業は多くの資金を預金口座に入金することになり、同時に消費者の消費活動が抑制され、預金が増加しました。一方、2007年のグローバル金融危機（GFC）期間中は、景気後退による金融機関の信用の縮小が発生し、預金水準が下落しました。当時、預金残高が危機発生前の水準に回復するまで約3年かかりました。これら2つの時期の違いは、GFCの時期には景気後退と信用の縮小により預金が減少したが、COVID-19時期には政府の積極的な資金供給と消費の抑制で預金が急増したことである。,"**2020 年から 2021 年の間に全国の金融機関預金残高が大幅に増加した理由**  
- 2020 年から 2021 年にかけては **新型コロナウイルス感染症のパンデミック** が発生し、政府は **大規模な金融緩和策・現金給付** を実施した。  
- さらに **実質無利子・無担保融資（ゼロゼロ融資）** が広く行われ、企業が調達した資金が各金融機関の預金口座へ流入した。  
- 同時に **緊急事態宣言・まん延防止等重点措置** の長期化により、家計の消費行動が抑制され、企業活動も制限されたため、預金残高は **前年比で 8.7 %増**（図表4）と大幅に伸びた。  

**2007 年のグローバル金融危機（GFC）期間における預金残高の傾向**  
- GFC 時は景気悪化に伴い、金融機関の **信用収縮** が起こり、預金水準が低下した。  
- 残高は **GFC 発生前の水準に戻るまで約 3 年** を要した。  
- この期間は、企業向け貸出が減少し、国債等の保有が増加したため、預金残高は **減少** もしくは横ばいに留まった（図表4 の GFC 時の変化率が示すように）。  

**比較**  
| 項目 | 2020‑21（COVID） | GFC（2007‑09） |
|------|------------------|----------------|
| **主な要因** | 政府による大規模資金供給・ゼロゼロ融資、消費抑制 | 景気悪化による信用収縮 |
| **預金残高の変化** | 前年比 8.7 %増（大幅拡大） | 残高減少・横ばい、回復に 3 年要 |
| **経済環境** | 大規模な資金供給と消費抑制の両立 | 金融市場混乱・景気後退 |
| **結果** | 預金残高が急増し、全体の 1,245 兆円に達 | 預金残高が低下し、回復まで時間を要 |

したがって、2020‑21 年の預金残高増加は **政府の金融緩和と企業・家計への資金供給** が主因であり、GFC 時の減少は **信用収縮と景気後退** が主因である点が大きく異なります。",O,正解回答の主要な事実（COVID-19期の政府資金供給と消費抑制、GFC期の信用収縮と預金減少、回復に約3年要した点、両者の違い）がすべて網羅されており、矛盾や欠落がないため。,1006,1905,2911
54,finance,table,2001年と比較して2011年の総預貯金残高が減少した都道府県のうち、2021年に再び増加し、2001年水準を超えた都道府県はどこですか？また、その都道府県の2021年の総預貯金残高はいくらですか？,"2001年と比較して2011年に総預貯金残高が減少した都道府県は、いずれも2021年には2001年水準を超えています（すべての都道府県で2021年は2001年比プラスのため、2011年に減少していた全道府県が該当します）。該当する都道府県と2021年の総預貯金残高（兆円）は次のとおりです。
北海道34.6／青森7.2／岩手7.7／秋田5.7／山形6.6／福島13.4／茨城19.4／栃木13.4／群馬14.4／新潟15.1／富山9.1／石川9.0／福井6.5／山梨5.5／長野14.6／岐阜15.2／三重13.0／京都27.6／大阪102／兵庫43.7／奈良11.2／和歌山7.4／鳥取3.7／島根4.3／岡山14.3／広島22.4／山口10.2／徳島6.9／香川8.4／愛媛11.0／高知4.8／福岡36.5／佐賀4.5／長崎7.9／熊本10.6／大分6.9／宮崎5.6／鹿児島8.7
（注）2001年比で2011年が増加していたのは宮城・埼玉・千葉・東京・神奈川・静岡・愛知・滋賀・沖縄であり、これら以外が2011年に減少しました。減少していた都道府県はすべて2021年に2001年比プラスへ転じています。","**2001 年と比較して2011 年に総預貯金残高が減少し、2021 年には再び増加して2001 年の水準を上回った都道府県と、2021 年の総預貯金残高は以下の通りです。**

| 都道府県 | 2001 年（兆円） | 2011 年（兆円） | 2021 年（兆円） |
|--------|-----------------|-----------------|-----------------|
| 北海道 | 27.4 | 27.1 | **34.6** |
| 青森県 | 6.2 | 5.7 | **7.2** |
| 岩手県 | 6.1 | 5.9 | **7.7** |
| 福島県 | 9.4 | 8.6 | **13.4** |
| 茨城県 | 15.7 | 15.2 | **19.4** |
| 栃木県 | 11.3 | 10.7 | **13.4** |
| 群馬県 | 11.8 | 11.5 | **14.4** |

したがって、上記の7都道府県が該当し、2021 年の総預貯金残高はそれぞれ **34.6兆円、7.2兆円、7.7兆円、13.4兆円、19.4兆円、13.4兆円、14.4兆円** です。",X,正解回答では2011年比で減少した全37都道府県が該当すると明記されているのに対し、評価対象回答は7都道府県のみを列挙しており主要な事実が大幅に欠落しているため。,1047,1805,2852
55,finance,image,2001年から2021年までの20年間で、全国平均の個人預金と法人預金の増減率はそれぞれどう変化しましたか？また、その間に東京都と東北地方の預貯金残高の変動について詳しく説明してください。,"【全国平均の個人預金・法人預金の増減率（2001〜2021年）】
個人預金：2001-11年 -0.5%、2011-21年 +25%。法人預金：2001-11年 +22%、2011-21年 +76%。個人預金は前半にわずかに減少した後、後半に+25%へ転換しました。法人預金は前半・後半とも増加し、特に後半（+76%）の伸びが個人預金を大きく上回ります。
【東京都】個人預金 +23%／+50%、法人預金 +49%／+89%、全体 +33.8%／+68%（2021年残高：個人148兆円・法人152兆円・全体340兆円）。両期間とも個人・法人ともに増加し、特に法人預金の伸びが顕著です。東京都は2001-11年に個人預金が増加した僅か6都県のひとつでもあります。
【東北地方（北海道＋東北6県）】個人預金（2001-11年／2011-21年）：北海道-7.5／+18、青森-6.9／+15、岩手-4.9／+16、宮城+4.2／+29、秋田-5.7／+13、山形-8.4／+17、福島-12／+33。法人預金：北海道-13／+75、青森-13／+64、岩手-7.6／+84、宮城-11／+76、秋田-14／+65、山形-7.6／+61、福島-5.4／+121。全体（2001-11年／2011-21年／2021年残高）：北海道-8.3／+27／26.2兆、青森-7.8／+22／6.1兆、岩手-5.2／+25／6.6兆、宮城+1.1／+37／14.4兆、秋田-6.8／+20／5.3兆、山形-8.3／+23／5.9兆、福島-11.4／+45／11.0兆。前半は宮城を除き軒並み減少、後半は全県が増加に転じ、特に福島県（法人+121%・全体+45%）と宮城県（全体+37%）が復興需要を背景に突出しています。","**全国平均の個人預金・法人預金の増減率（2001 → 2021）**  
| 期間 | 個人預金の平均変化率 | 法人預金の平均変化率 |
|------|---------------------|-----------------------|
| 2001 → 2011 | **約‑5.0 %**（全国平均で個人預金が減少） | **約‑1.5 %**（法人預金も減少だが個人より緩やか） |
| 2011 → 2021 | **約+12.0 %**（個人預金が大幅に増加） | **約+30.0 %**（法人預金が個人を大きく上回る増加） |

*計算方法*  
- 2001 → 2011 の平均は、図表9‑1 に示された各都道府県の個人・法人預金変化率を合計し、47 都道府県で割った値。  
- 2011 → 2021 の平均は同様に計算し、個人預金の平均が約 +12 %、法人預金の平均が約 +30 %となった。  
- 2001 → 2021 の全期間平均は、上記二つの期間を合わせて算出すると、個人預金は **約 +7 %**、法人預金は **約 +14 %** の増加となる。

---

### 東京都の預貯金残高変動

| 年 | 個人預金（兆円） | 法人預金（兆円） | 全体（兆円） |
|----|-----------------|-----------------|--------------|
| 2001 | 148 | 152 | 340 |
| 2011 | 211.9 | 191.1 | 403 |
| 2021 | 2 743 | 760 | 3 503 |

- **個人預金**は2001年の148 兆円から2021年には2 743 兆円へと約 **+1,800 %** の増加。  
- **法人預金**は152 兆円から760 兆円へと約 **+400 %** の増加。  
- 全体で見ると、2001年の340 兆円から2021年には3 503 兆円へと約 **+900 %** の拡大。  
- 2011年から2021年にかけては、特に法人預金が急増し（+89 %）、個人預金も大幅に伸びた（+50 %）。  
- 東京都は全国の約 **32.9 %** のシェアを占め、三大都市圏の中で最も高い集中度を示す。

---

### 東北地方（北海道・青森県・岩手県・宮城県・秋田県・山形県・福島県）の預貯金残高変動

| 都道府県 | 2001年個人預金（兆円） | 2021年個人預金（兆円） | 変化率 |
|----------|------------------------|------------------------|--------|
| 北海道   | 19.8 | 26.2 | +32 % |
| 青森県   | 4.7  | 6.1  | +30 % |
| 岩手県   | 5.0  | 6.6  | +32 % |
| 宮城県   |10.4  |14.4  | +38 % |
| 秋田県   |4.0   |5.3   | +33 % |
| 山形県   |4.5   |5.9   | +31 % |
| 福島県   |7.9   |11.0  | +39 % |

| 都道府県 | 2001年法人預金（兆円） | 2021年法人預金（兆円） | 変化率 |
|----------|------------------------|------------------------|--------|
| 北海道   | 5.4 | 8.1 | +50 % |
| 青森県   | 1.1 | 2.0 | +82 % |
| 岩手県   | 1.1 | 2.0 | +82 % |
| 宮城県   | 3.0 | 5.4 | +80 % |
| 秋田県   | 0.9 | 1.8 | +100 % |
| 山形県   | 1.1 | 2.0 | +82 % |
| 福島県   | 2.1 | 4.0 | +91 % |

- **個人預金**は全都道府県で約30–40 %増加。  
- **法人預金**は個人よりも高い増加率（約80 %）を示し、特に福島県・宮城県で顕著。  
- 2001 → 2021 の全期間では、東北地方の預貯金残高は **約 +35 %**（個人）と **約 +85 %**（法人）の拡大。  
- 東北地方は人口減少が顕著な地域であるにもかかわらず、復興需要（福島・宮城）や観光開発が進んだ地域で法人預金の増加が顕著に推進された。

---

### まとめ

- **全国平均**では、2001 → 2011 は個人・法人とも減少、2011 → 2021 では両者が増加。法人預金の増加率は個人を大きく上回る傾向が顕著。  
- **東京都**は全国の約30 %を占め、個人・法人ともに大幅増加。特に2011 → 2021 で法人預金が急増し、全体の拡大を牽引。  
- **東北地方**は人口減少が進む中でも、個人預金は30–40 %増加し、法人預金は約80 %増。復興需要や観光開発が法人預金の伸びを支えている。",X,全国平均の個人・法人預金の増減率数値が正解回答と大きく異なり、東京都の2021年残高も矛盾しており、東北地方の前半期減少・後半期増加という主要な変動傾向も欠落しているため。,2402,2100,4502
56,finance,table,2011年から2021年にかけて、預貯金残高の伸び率が最も高い都道府県はどこですか？,福島県です。,2011年から2021年にかけて預貯金残高の伸び率が最も高かった都道府県は **東京都** で、増加率は **+44 %** です。,X,正解が福島県であるのに対し、評価対象の回答は東京都と異なる結論を示しており主要な事実が矛盾しているため。,261,959,1220
57,finance,image,2001年から2021年までの預貯金残高の伸び率の上位5都道府県が異なる特定の期間（2001年から2011年、2011年から2021年）ごとにどのように変動したかを詳細に説明してください。,"図表7-2の「2001年比変化率」を基に、各期間の預貯金残高の伸び率上位5都道府県を整理します。
【期間1：2001→2011年】上位5は、沖縄県+14%・東京都+14%・埼玉県+13%・千葉県+11%・神奈川県+10%です。多くの県がマイナスとなる中、三大都市圏（東京・埼玉・千葉・神奈川）と沖縄に増加が集中していました。
【期間2：2011→2021年】（図表7-2に2011年比変化率の記載がないため、2011年残高から2021年残高への変化率で算出）上位5は、東京都+57.0%・福島県+55.8%・沖縄県+48.9%・宮城県+43.4%・福岡県+38.3%です（6位は大阪府+38.0%でほぼ同水準）。
【両期間の変動】東京都・沖縄県は両期間とも上位5を維持しました。一方、期間1で上位だった埼玉県・千葉県・神奈川県は期間2では上位5から後退し、期間2では復興需要を背景とした福島県・宮城県、および福岡県・大阪府が新たに上位へ台頭しました。本文でも、復興需要が大きかった福島県・宮城県・熊本県や観光開発が進んだ沖縄県で増加が顕著と記載されています。","**2001 年から 2011 年（10 年間）の預貯金残高伸び率上位5都道府県**

| ランク | 都道府県 | 2001 年比変化率（%） |
|--------|----------|----------------------|
| 1 | 東京都 | +14 % |
| 2 | 埼玉県 | +13 % |
| 3 | 千葉県 | +11 % |
| 4 | 神奈川県 | +9 % |
| 5 | 福島県 | –8 %（※他の都道府県はさらに低い） |

* 2001 年から2011 年の間、東京都・埼玉県・千葉県・神奈川県はともに10 年で約10〜15 %の増加を記録し、三大都市圏（首都圏）に集中した増加傾向が顕著です。  
* 5 位の福島県は減少（–8 %）しており、上位4 位の都市圏に比べて大きく遅れた伸びを示しています。  
* 2001 年比で正の増加率を持つ都道府県は4 か所のみで、残りの都道府県は減少またはほぼ横ばいでした。  

---

**2011 年から 2021 年（10 年間）の預貯金残高伸び率上位5都道府県**

| ランク | 都道府県 | 2011 年比変化率（%） |
|--------|----------|----------------------|
| 1 | 福島県 | +71 % |
| 2 | 東京都 | +44 % |
| 3 | 千葉県 | +31 % |
| 4 | 神奈川県 | +29 % |
| 5 | 埼玉県 | +28 % |

* 2011 年から2021 年の間、福島県が驚異的に +71 % の伸びを示し、三大都市圏の他県（東京都・千葉・神奈川・埼玉）を上回っています。  
* 東京都は +44 % で依然としてトップに立ちますが、2011 年比では前期（2001 年から2011 年）に比べて伸び率がやや低下しています。  
* 千葉・神奈川・埼玉はそれぞれ +31 %〜+29 % の伸びで、首都圏の金融需要が引き続き高いことを示しています。  

---

### 期間ごとの変動の詳細

| 都道府県 | 2001 → 2011 伸び率（%） | 2011 → 2021 伸び率（%） | 備考 |
|----------|------------------------|------------------------|------|
| 東京都 | +14 % | +44 % | 10 年で約3 倍に近い伸び。首都圏の金融需要が継続的に増加。 |
| 埼玉県 | +13 % | +28 % | 2011 年以降の伸び率がやや低下。 |
| 千葉県 | +11 % | +31 % | 2011 年以降の伸び率が大幅に上昇。 |
| 神奈川県 | +9 % | +29 % | 2011 年以降の伸び率が大幅に上昇。 |
| 福島県 | –8 % | +71 % | 2001 年から2011 年は減少、2011 年以降は復興需要により急増。 |

**総括**

* 2001 年から2011 年は、主に三大都市圏（東京都・埼玉県・千葉県・神奈川県）が増加を牽引し、福島県は減少に留まっていました。  
* 2011 年から2021 年は、福島県が復興需要で急激に伸び、三大都市圏の増加率はやや低下または安定。  
* 期間を通じて、三大都市圏の金融需要は依然として高いものの、復興・観光需要が顕著な福島県が新たに上位に入ることで、地域間の伸び率格差が拡大しています。",X,評価対象の回答は両期間の上位5都道府県の構成や具体的な数値が正解回答と大きく異なり、沖縄県や宮城県・福岡県などの主要な事実が欠落しているため。,1608,2082,3690
58,finance,paragraph,2001年と比較して2021年の一人当たりの預金残高が増えた都道府県のうち、増加率が高かった都道府県の上位3つを提示してください。,2001年と2021年の一人当たりの預金残高を比較した場合、増加率が最も大きかった都道府県の上位3位は、1位 福島県 64.5%、2位 東京都 53.0%、3位 宮城県 52.5%です。,"**2021年における「2001年比増加率」が高かった都道府県（上位3つ）**

| ランク | 都道府県 | 2001年比増加率（％） |
|---|---|---|
| 1 | 東京都 | +79% |
| 2 | 埼玉県 | +49% |
| 3 | 千葉県 | +49% |

（※埼玉県と千葉県は同率で上位に位置します。）",X,正解回答と都道府県および増加率の数値が完全に異なり、主要な事実が一致していないため。,412,1438,1850
59,finance,paragraph,2001年基準で預金残高が500万円以上の地域の中で、2011年に比べ残高変化率が最も低い地域はどこで、その変化率はいくらか？,三重県が+23%で、預金残高の変化率が最も低い地域です。,2001年基準で残高が500万円以上（すべての都道府県に該当）で、2011年から2021年までの全体（個人＋法人）の預金残高変化率が最も低い地域は **青森県** で、変化率は **+16%** です。,X,正解回答の地域（三重県）と変化率（+23%）が評価対象の回答と異なっており、主要な事実が一致していないため。,319,1333,1652
60,it,image,データの共通理解がなされた状態とは、どのような状態を指すか？,データの共通理解がなされた状態とは、同じ表記をされたデータを見た複数の人が、おおむね共通したイメージを頭の中に浮かべる状態を指します。,"データの共通理解がなされた状態とは、**関係者（人間）やコンピューターの両方が、そのデータ項目が何を表しているかについて同じ認識を持ち、互いに共通の意味で解釈できる状態** を指します。  
具体的には、以下のような点が揃っていることです。

1. **データ項目や値の意味が明確に定義されている**  
   - 例：XMLタグ `<人の居住国>日本</人の居住国>` が「その人の居住国は日本である」という意味を持つことが、語彙や用語辞書により定義されている。

2. **同一の概念を指す表記が統一・名寄せされている**  
   - 例：商品管理と在庫、アイテムと商品など同義語が整理され、同一概念として扱われる。

3. **データの説明情報（メタデータ）が欠落していない**  
   - 例：データ項目や値に対する説明情報が不足していないため、受け手は「何を表すか」を誤解せずに理解できる。

4. **受け手が語彙の定義を参照でき、プログラムはその意味に沿った処理が可能**  
   - 例：データ送信者が使用した語彙を受け手が知っていれば、受け手はそのデータを作成者の意図通りに解釈・処理できる。

このように、**データ項目や値が同一の概念を指していることが確認でき、かつその意味に関する説明情報が共有されている状態** が「データの共通理解がなされた状態」と定義されています。",O,評価対象の回答は正解回答の主要な結論である「複数の関係者が同じデータに対して共通の認識・解釈を持つ状態」を適切に含んでいるため。,552,1814,2366
61,it,table,データ交換時のみ共通の語彙を使うパターンでは、組織Aと組織B間のデータ交換はどのように行われれますか。,組織Aと組織B間でデータを外に出すときと受け取るとき、つまりデータ交換時のみ共通の語彙を用いる場合、組織Aと組織Bの独自のデータ項目名を共通語彙のデータ項目名にあらかじめマッピングします。,"図 1‑10で示されている「データ交換時のみ共通の語彙を使うパターン」では、組織 A と組織 B の間でデータをやり取りする際に、以下のような手順で行われます。

| ステップ | 具体的な処理 | 例（図 1‑10） |
|----------|--------------|---------------|
| **① 送信側の変換** | 組織 A が持つ独自データ項目名（例：`a`, `b`, `c`, `d`, `e`）を、共通語彙に定義された項目名（例：`α`, `β`, `γ`, `δ`, `ε`）へマッピングし、変換したデータを送信 | A → α, B → β, C → γ, D → δ, E → ε |
| **② データ送信** | 変換後のデータ（共通語彙を使用）をネットワーク等で組織 B に送る | 送信データ: `α, β, γ, δ, ε` |
| **③ 受信側の変換** | 組織 B が受け取った共通語彙のデータを、組織 B の独自項目名（例：`a`, `b`, `c`, `d`, `e`）へマッピングし、ローカルで利用できる形に戻す | B → a, B → b, C → c, D → d, E → e |
| **④ データ利用** | 受信側は自組織の既存データ構造に合わせて処理・保存を行う | 受信後のデータ: `a, b, c, d, e` |

**ポイント**

1. **マッピング表の作成**  
   - 送信時と受信時にそれぞれ「独自項目名 ↔ 共通語彙」のマッピング表（図 1‑10 の「マッピング」）を用意する。  
   - 送信側は自組織の項目名を共通語彙に変換し、受信側は共通語彙から自組織の項目名へ逆変換する。

2. **共通語彙は交換時点でのみ使用**  
   - 送受信の際にだけ共通語彙を利用し、各組織内部では独自の語彙を保持する。  
   - これにより、既存データを書き換える必要がなく、交換時点での互換性を確保できる。

3. **変換処理の実装**  
   - 送受信プロセスにおいて、マッピング表を参照して自動変換する仕組み（例：ETLツールやAPIのデータマッピング機能）を構築する。

以上が、図 1‑10 の「データ交換時のみ共通の語彙を使うパターン」における組織 A と組織 B 間のデータ交換の具体的な流れです。",O,評価対象の回答は正解回答の核心である「組織AとBの独自項目名を共通語彙にマッピングしてデータ交換を行う」という事実を正確に含み、手順と補足情報を適切に付加して正しく回答しているため。,886,1463,2349
62,it,paragraph,新規語彙体系の確立により効果を得ている事例を具体的に挙げてください。また、情報のXML化を行った経緯を簡単に説明してください。,新規語彙体系の確立により効果を得ている事例として、医療用医薬品添付文書記載要領改正に伴う添付文書情報の XML 化対応のケースがあります。1997年に定められた旧記載要領では、XML の前身のデータ記述記法であるSGML記法が使われていましたが、新記載要領では2017年にXML記法に変更されました。新記載要領は、医療の進歩や高齢化、IT技術の進展などに対応するために改訂されました。XML化の検討過程では、添付文書に必要なデータ項目、値、データ構造について議論を重ね、最終的にXML Schema（語彙）を策定しました。この変更の目的は、医薬品添付文書のデータ構造を標準化し、効率的な情報提供と管理を実現することです。,"**新規語彙体系の確立により効果を得ている事例**  
- **医療用医薬品添付文書情報の XML 化対応**  
  - 旧記載要領（1997 年制定）では SGML 記法で添付文書を記述していたが、2017 年に改訂された新記載要領で XML 記法への移行が決定。  
  - PMDA（医薬品医療機器情報提供システム）では、2016 年度に XML 化の検討を開始し、XML Schema（語彙）を策定。  
  - システム改修は 2017 年度から 2018 年度にかけて実施し、2019 年4 月に並行運用を開始。  
  - 2024 年3 月までの5年間を移行期間とし、旧 SGML データを XML に変換（再提出）することで、添付文書の一元管理・公開が可能になった。  

**情報の XML 化を行った経緯（簡易説明）**  
1. **状況変化の認識** – 医療・高齢化・IT 技術の進展により、1997 年制定の旧記載要領が時代遅れとなった。  
2. **新記載要領の改訂** – 2017 年に厚生労働省が新記載要領を制定し、データ記述を SGML から XML に変更する方針を決定。  
3. **PMDA の検討・策定** – 2016 年度に XML 化の検討を開始し、必要なデータ項目・値・構造を議論。XML Schema（語彙）を策定。  
4. **システム改修と運用開始** – 2017–2018 年に医薬品医療機器情報提供システムを改修し、2019 年4 月に並行運用を開始。  
5. **移行期間の設定** – 2024 年3 月までに既存 SGML データを XML に変換し、以後は完全に XML で運用する計画。  

この一連の取り組みにより、医療用医薬品添付文書が XML で統一的に管理・公開され、情報の共有性と検索性が向上した。",O,正解回答の主要な事例、年次、経緯、目的がすべて正確に含まれており、追加情報も事実と矛盾しないため。,899,1642,2541
63,it,paragraph,語彙の作成における名寄せとは何か。また、用語辞書や語彙との関連性についても詳しく教えてください。,データの共通理解の土台となる「語彙」を作るために、既存のデータを分析し、同一概念に対応する様々な表記を同義語として整理する作業を名寄せといいます。名寄せの作業により出来上がる同義語リストを「用語辞書」と呼びます。用語辞書には、用語名、意味、略語(複数可)、同義語(複数可)が含まれ、名寄せされたデータ項目に対して相互の関連情報の付加などを施すことにより「語彙」としてのデータ項目の構造が定義されます。また、用語辞書を整理する際に、用語が表す概念に対して上位概念・下位概念の関係などを体系的に定義する場合もあります。,"**名寄せとは**

- 「既存のデータを分析し、同一概念に対応する様々な表記を同義語として整理（名寄せ）する作業が必要となる。」  
  （文中: 「既存のデータを分析し、同一概念に対応する様々な表記を同義語として整理(名寄せ)するという作業が必要となる。」）

- 名寄せの結果として「同義語リスト」が作成され、これが **用語辞書** になる。  
  （文中: 「その作業の結果として出来上がる同義語リストが『用語辞書』である。」）

**用語辞書と語彙の関連性**

| 項目 | 内容 |
|------|------|
| **用語辞書** | 名寄せで整理した同一概念を表す複数の表記（代表用語・略語・同義語など）をリスト化したもの。<br>項目例: 用語名、意味、略語(複数可)、同義語(複数可)。 |
| **語彙** | 用語辞書に基づき、データ項目と値の集合を定義したもの。<br>語彙は「データ項目の用語辞書」と「値の用語辞書（値リスト）」の両方を基に整備される。<br>語彙では、データ項目間の関連性（階層構造など）も定義される。 |
| **関係** | 1. データ項目・値を抽出し、名寄せで同義語リスト（用語辞書）を作成。<br>2. 用語辞書に含まれる代表用語と同義語を使い、データ項目の表記と値リストを統一。<br>3. その統一された項目・値の集合が語彙となり、データ交換時に共通理解を実現。 |

**まとめ**

- **名寄せ** は「同一概念に対する複数の表記を整理し、代表用語と同義語リストを作る」プロセス。  
- その結果得られる **同義語リスト** が **用語辞書** であり、用語辞書に基づいてデータ項目と値を統一した集合が **語彙** になる。  
- 用語辞書は語彙作成の前段階であり、語彙は用語辞書を利用して構築されるため、両者は密接に結びついている。",O,評価対象の回答は、名寄せの定義、用語辞書の構成、語彙との関連性や構築プロセスについて正解回答の主要な事実をすべて正確に含んでおり、欠落や矛盾がないため。,846,1877,2723
64,it,image,用語辞書および語彙を作成するための工程を具体的に示してください。,既存データの分析として、ますデータ項目の用語を抽出し整理し、データ項目の用語辞書を作成します。続いて、データ項目の値を抽出して整理し、値の用語辞書（値リスト）を作成します。そして、データ項目用語の表記と相互の関連性を定義し、用語が取りうる値リストを定め、語彙を作成します。,"**用語辞書および語彙を作成するための工程（図 3‑2に示された流れ）**

| 工程 | 内容 |
|------|------|
| 1. **データ項目の用語を抽出し、整理する** | 既存データから「データ項目」に対応する用語（例：顧客名、住所など）を取り出し、重複や表記揺れを整理する。 |
| 2. **データ項目の値を抽出し、整理する** | 同じく既存データから「値」に相当する語（例：東京都、北海道など）を取り出し、表記揺れや同義語を整理する。 |
| 3. **データ項目用語辞書の作成** | 抽出・整理したデータ項目用語を「用語名」「意味」「略語（複数可）」「同義語（複数可）」などの項目でまとめ、名寄せを行う。 |
| 4. **値用語辞書（値リスト）の作成** | 抽出・整理した値を「用語名」「意味」等でまとめ、データ項目が取ることのできる値のリストを作成する。 |
| 5. **語彙（データ項目と値の集合）の定義** | ① データ項目用語辞書に基づき、各データ項目の「代表用語」を決定し、② 値用語辞書を参照して各データ項目が取る値リストを設定し、③ データ項目間の関連性（階層構造・参照関係など）を定義する。 |
| 6. **語彙のバージョン管理** | 時間経過や業務変更に伴い追加・削除が生じた場合、各バージョンを管理し、どのバージョンでデータが記述されているかを明示できるようにする。 |
| 7. **用語辞書と語彙の統合** | 用語辞書（名寄せ結果）を利用して、既存データの用語を統一し、語彙に基づくデータへ移行する。 |
| 8. **語彙の利用・運用** | 語彙を使用してデータを作成・読み込み、コンピュータ処理時に正しい用語・値が使われているかチェックする。必要に応じてマッピングや書換え作業を行い、データ交換時の共通理解を確保する。 |

この一連の工程により、**用語辞書（名寄せ結果）**と**語彙（データ項目・値の統一定義）**が作成され、組織間で統一された用語を使ったデータ交換と共通理解が実現します。",O,正解回答の主要な工程（用語の抽出・整理、用語辞書と値リストの作成、関連性の定義と語彙の作成）がすべて含まれており、追加情報があっても事実関係に矛盾や欠落がないため。,813,1710,2523
65,it,table,クラウドサービスにおけるIAMとはどのようなサービスですか。推奨されるIAMの設定方法についても教えてください。,"IAMはID とアクセス管理を指します。「誰が」「どのリソースに対し」「どのような操作ができるか」を定義し、アクセス制御を実現するために提供されているサービスです。
管理者はクラウド全体のセキュリティに関与するため、管理者アカウントとユーザアカウントを分離し、管理者アカウントには多要素認証を必須にする等の設定を確実に行うほか、組織の要件に応じてユーザアカウントの IP アドレス制限など各種設定を確実に行う必要がある。特にゲストユーザーについては、不要な情報公開を避けるため、必要最小限の権限とする。また、暗号化キーは統合管理サービスで集中管理することを推奨する。なお、管理者が ID とアカウントを網羅的に把握する仕組み（申請ベースで中央での払い出し、CASB による新規アカウントの個別発行不可等）を設ける必要があります。","クラウドサービスにおける **IAM（Identity and Access Management）** は、  
「誰が」「どのリソースに対し」「どのような操作ができるか」を定義し、アクセス制御を実現するために提供されているサービスです。  
（表 56‑1・図表 Ⅲ．３．１－１の「ID とアクセス管理（IAM）」に記載）

---

### 推奨される IAM の設定方法

| 推奨項目 | 内容（コンテキストに記載） |
|----------|-----------------------------|
| **管理者アカウントとユーザアカウントの分離** | 管理者はクラウド全体のセキュリティに関与するため、管理者アカウントとユーザアカウントを分離し、管理者アカウントには多要素認証（MFA）を必須にする。 |
| **多要素認証の設定** | 管理者アカウントに対して必須化し、ユーザアカウントも必要に応じて設定。 |
| **IP アドレス制限** | ユーザアカウントに対して組織の要件に応じて IP アドレス制限を設定。 |
| **ゲストユーザーの権限最小化** | ゲストユーザーには不要な情報公開を避けるため、必要最小限の権限に設定。 |
| **暗号化キーの集中管理** | 暗号化キーは統合管理サービスで集中管理することを推奨。 |
| **アカウント網羅的把握の仕組み** | 申請ベースで中央払い出し、CASB による新規アカウントの個別発行不可等を設け、管理者が ID とアカウントを網羅的に把握できる仕組みを構築。 |

これらの設定を確実に行うことで、IAM に関わるセキュリティリスク（不正アクセス・権限逸脱など）を低減できます。",O,正解回答の主要な定義と推奨設定項目がすべて網羅されており、事実関係に矛盾や欠落がないため。,730,1332,2062
