idx,domain,type,question,target_answer,answer,ox,judge_reason,prompt_tokens,completion_tokens,total_tokens
73,it,table,下請法上、親事業者は代金に関してどのような禁止事項があるか。,親事業者は、下請代金の支払い遅延の禁止されており、物品等の受領日後 60 日以内に定めた支払期日までに下請代金を全額支払わなければなりません。また、下請代金の減額も禁止されており、あらかじめ定めた下請代金を減額してはなりません。,"下請法上、親事業者は代金に関して以下の禁止事項があります（第4条第1項および第2項に規定）：

| 禁止事項 | 内容 |
|---|---|
| **下請代金の減額の禁止**（第4条第1項第3号） | 発注時に決定した下請代金を、発注後に減額すること。 |
| **下請代金の支払遅延の禁止**（第4条第1項第2号） | 受領日から60日以内に定めた支払期日までに下請代金を全額支払わないこと。 |
| **買いたたきの禁止**（第4条第1項第5号） | 同種又は類似品等について実際に行われている取引の価格と比べ、著しく低い下請代金を不当に定めること。 |
| **有償支給原材料等の対価の早期決済の禁止**（第4条第2項第1号） | 有償支給した原材料等の対価を、下請代金の支払期日よりも早い時期に相殺したり支払わせること。 |
| **割引困難な手形の交付の禁止**（第4条第2項第2号） | 手形で下請代金を支払う際、一般の金融機関で割引を受けることが困難な手形（長期の手形）を交付すること。 |
| **不当な経済上の利益の提供要請の禁止**（第4条第2項第3号） | 自己のために下請事業者に金銭や役務等を不当に提供させること。 |
| **不当な給付内容の変更及び不当なやり直しの禁止**（第4条第2項第4号） | 発注取消や発注内容変更、受領後のやり直し・追加作業を行わせる際に、下請事業者が負担する費用を親事業者が負担しないこと。 |

これらは、代金に関する親事業者の行為を制限し、下請事業者の利益保護と取引の公正化を図るために設けられた禁止事項です。",O,評価対象の回答は、正解回答の主要な事実である下請代金の減額禁止および受領後60日以内の支払期日設定に基づく支払遅延禁止を正確に含んでいるため。,726,1767,2493
74,it,paragraph,ソフトウェア開発を外部委託する場合、3億円の資本金基準が適用されるのはどのような場合か。具体的な条件を教えてください。,３億円の資本金基準が適用されるのは、プログラムの作成に係る情報成果物作成委託、情報処理及び運送、物品の倉庫における保管に係る役務提供委託、物品の製造委託・修理委託を行う場合、親事業者が資本金3億円超の法人事業者かつ下請事業者が資本金3億円以下の法人事業者（または個人事業者）、または、親事業者が資本金1千万円超3億円以下の法人事業者かつ下請事業者の資本金1千万円以下の法人事業者（または個人事業者）の場合です。,"**3 億円の資本金基準が適用されるケース**

| 取引内容 | 親事業者の資本金区分 | 下請事業者の資本金区分 |
|----------|---------------------|------------------------|
| **プログラムの作成に係る情報成果物作成委託** | 資本金3 億円超の法人事業者 | 資本金3 億円以下（又は個人事業者） |
| **情報処理及び運送、物品の倉庫における保管に係る役務提供委託** | 資本金3 億円超の法人事業者 | 資本金3 億円以下（又は個人事業者） |
| **物品の製造委託・修理委託** | 資本金3 億円超の法人事業者 | 資本金3 億円以下（又は個人事業者） |

**具体的な条件**

1. **取引内容が上記のいずれかに該当すること**  
   - 例：ソフトウェア（プログラム）の作成を委託する場合、または情報処理業務（データ入力・運用管理等）を委託する場合、さらに製造や修理業務を委託する場合。

2. **親事業者（発注側）の資本金が**  
   - 資本金3 億円超の法人事業者であること。  
   - ただし、親事業者が「資本金1 千万円超3 億円以下」の法人事業者である場合でも、**取引内容が「プログラムの作成に係る情報成果物作成委託」や「情報処理及び運送、物品の倉庫における保管に係る役務提供委託」**であれば、3 億円基準は適用されません。  
   - 逆に「資本金3 億円超」の親事業者であれば、上記取引内容すべてに対して3 億円基準が適用されます。

3. **下請事業者（受注側）の資本金は**  
   - 資本金3 億円以下の法人事業者（又は個人事業者）であること。  
   - ただし、下請事業者が「資本金1 千万円超5 千万円以下」の法人事業者である場合、3 億円基準は適用されません。  
   - つまり、下請事業者の資本金が3 億円以下であることが条件です。

4. **取引の性質が「情報成果物作成委託」または「役務提供委託」であること**  
   - 具体的には、プログラムの作成（ソフトウェア開発）や情報処理業務（データ入力・運用管理等）が委託対象であること。  
   - それ以外の情報成果物作成（プログラムを除く）や役務提供（運送・保管等）は、5 千万円基準が適用されます。

**まとめ**

- **親事業者の資本金が3 億円超**で、かつ **取引内容が「プログラムの作成に係る情報成果物作成委託」や「情報処理・運送・保管に係る役務提供委託」**、または **「物品の製造・修理委託」** である場合に、3 億円の資本金基準が適用されます。  
- 下請事業者は **3 億円以下** の資本金である必要があります。  
- これらの条件を満たすと、下請法上で3 億円基準が適用される取引となります。",X,正解回答で示されている「親事業者の資本金が1千万円超3億円以下かつ下請事業者が1千万円以下の場合に適用される」という主要条件を誤って否定しており、事実が矛盾しているため。,1037,2288,3325
75,it,paragraph,販売する業務システムのマニュアルを外部業者に委託する予定です。これは下請法の対象になりますか？,商品に付属するマニュアルの印刷を委託することは、製造委託に該当し、下請法の対象となります。,"販売する業務システムのマニュアルを外部業者に委託して作成させる場合、  
「情報成果物作成委託」に該当します。  

**根拠**  
- コンテキストの「情報成果物作成委託」では、ソフトウェアやその付随資料（マニュアル・説明書など）を作成する業務が対象とされています。  
- そのため、販売用システムのマニュアルを外部に委託する取引は、情報成果物作成委託の一種です。  

**下請法適用の判断条件**  
1. **取引内容が情報成果物作成委託であること** – 上記のように該当します。  
2. **取引当事者（発注者・受注者）の資本金区分が下請法の要件を満たすこと** – 具体的には、発注者（親事業者）の資本金が一定額以上である場合に、受注者の資本金がその範囲内（例：発注者が3億円以上なら受注者は1,000万円以下）であれば下請法が適用されます。  

したがって、**「販売する業務システムのマニュアルを外部業者に委託する」** 取引は、上記の資本金条件を満たせば下請法の対象になります。  
もし発注者・受注者の資本金区分が条件を満たさない場合は、下請法は適用されません。",X,正解回答では「製造委託に該当し下請法の対象となる」と明確に結論付けているが、評価対象の回答は分類を「情報成果物作成委託」に変更し、適用を資本金条件付きの条件付き結論としているため、主要な結論と事実が一致していない。,503,2943,3446
76,it,paragraph,データセンターのベンチマーク制度について、基準を達成した事業者にはどのようなメリットがありますか？,目指すべき水準を達成した事業者は、省エネ優良事業者として社名を公表します。,提供された文書には、基準を達成した事業者に対するメリットについての記載はありません。,X,正解回答には省エネ優良事業者としての社名公表という具体的なメリットが明記されているのに対し、評価対象の回答は情報がないと回答放棄しているため。,246,1186,1432
77,it,table,データセンター事業者ではない所有者の建物を間借りして、データセンター事業を行っています。この場合、ベンチマーク指標の報告対象になりますか？,建物を貸している建物のオーナーはベンチマーク制度の対象外です。建物を間借りしてDC業を営む事業者は、テナント部分のPUEを算出し報告する必要があります。,"**報告対象になるかどうか**

- **建物の所有者（データセンター事業者ではない）**  
  - ベンチマーク制度の対象外です。  
  - 所有者は「建物・付帯設備に関するエネルギー管理権限を有している」事業者であっても、建物自体がデータセンター用途ではないため、報告対象にはなりません。  

- **建物を間借りしてデータセンター事業を行うテナント（あなた）**  
  - テナントは「データセンター業を営む」事業者として、**テナント部分のPUE（エネルギー効率指標）を算出し報告する義務があります**。  
  - ただし、テナントが「建物・付帯設備に関するエネルギー管理権限を有していない」場合は対象外となります。  

**結論**  
データセンター事業者ではない所有者が建物を間借りしている場合、**テナント（データセンター事業者）がベンチマーク指標の報告対象**となります。所有者自身は報告対象外です。",O,評価対象の回答は、所有者が対象外でありテナント事業者がテナント部分のPUEを報告対象となるという正解回答の主要な結論を正確に含んでいるため。,455,1488,1943
78,it,table,単独所有のデータセンターのエネルギー使用量の報告は誰が行いますか？,ハウジング事業者（管理権原箇所）とテナント事業者（使用分全て）です。,"単独所有（区分所有）のデータセンターにおけるエネルギー使用量の報告は、  
- **ハウジング事業者（管理権原箇所）** と  
- **テナント事業者（使用分全て）** が行います。",O,正解回答で示された報告主体である「ハウジング事業者」と「テナント事業者」の両方が明確に記載されており、事実が完全に一致しているため。,270,1592,1862
79,it,image,スプリントレトロスペクティブとスプリントレビューの違いを教えてください。,スプリントレトロスペクティブは、チームがスプリント中の活動を振り返り、改善する点を見つけるミーティングです。この会議では、チームの作業プロセス、コラボレーション方法、ツールの使用に関するフィードバックを収集して、次のスプリントがより効果的になるようにします。一方、スプリントレビューは、スプリント中に開発されたインクリメント（開発成果物）をレビューし、利害関係者からフィードバックを受ける時間です。この会議では、製品目標の達成可否を判断し、次のプロダクトバックログアイテムの優先順位を調整するなどの活動を行います。,"**スプリントレトロスペクティブ（ふりかえり）とスプリントレビューの主な違い**

| 項目 | スプリントレトロスペクティブ | スプリントレビュー |
|------|------------------------------|---------------------|
| **実施タイミング** | スプリントの最終ミーティングとして、スプリントレビューの次に行う | スプリントの成果を確認するため、スプリント終了時に実施 |
| **主な目的** | スプリントの活動を省み、次スプリントで効率的・効果的にするための継続すべき工夫や除外すべき問題、施策を検討 | スプリントの成果物（インクリメント）を確認し、ゴール達成度を判断。次スプリントで何を実施すべきか議論 |
| **参加者** | プロダクトオーナーを含めたチーム全体（開発チーム＋スクラムマスター） | チーム、アドバイザーが参集（開発チーム＋プロダクトオーナー＋アドバイザー） |
| **所要時間** | 1か月スプリントの場合最大3時間 | 1か月スプリントの場合最大4時間 |
| **議論の焦点** | 「継続すべき工夫」「除外すべき問題」「施策」などプロセス改善 | 「成果物の確認」「ゴール達成度」「次に実施すべきこと」など成果物と次の計画 |
| **アウトプット** | 次スプリントで実施する改善策・アクションアイテム | スプリントの成果物に対するフィードバックと次スプリントへの適用可否・順序の検討 |

**まとめ**

- **レトロスペクティブはプロセス改善を目的とした内部ミーティング**で、チーム全体が次に向けて何を続けるか・やめるかを決定します。  
- **レビューは成果物の検証と次への計画策定を目的とした外部（関係者含む）ミーティング**で、スプリントの成果を確認し、次に何を実施するかを決めます。  

このように、タイミング・目的・参加者・所要時間といった点で明確に区別されます。",O,評価対象の回答は、正解回答の主要な事実（両イベントの目的・参加者・焦点・アウトプットの違い）を網羅しており、矛盾や欠落がないため。,736,1671,2407
80,it,table,デイリースクラム、スプリントレビュー、およびスプリント・レトロスペクティブの各ミーティングの目的と、これらがスプリントの成果にどのように影響するかを具体的に説明してください。,デイリースクラムは、開発チームの共通理解を持ち、スプリントのゴールが達成できそうかを確認するための15分程度の短時間のミーティングです。これにより、チームはプロジェクトの進捗状況を毎日確認し、必要な調整や支援を迅速に行うことができます。スプリントレビューはスプリントの成果を確認し、ゴールがどの程度達成できたかを判断するためのミーティングです。このフィードバックをもとに、今後実施するべき事項を検討します。このプロセスは、開発チームが継続的に改善し、次のスプリントでのパフォーマンスを向上させるために不可欠です。スプリント・レトロスペクティブ(ふりかえり)は、スプリントの活動を省みて、次のスプリントの活動が効率的、効果的となるよう継続すべき工夫や取り除くべき問題、そのための施策などを検討するミーティングです。これにより、チームは自己改善を行い、より効果的な作業方法を構築することができます。これら3つのミーティングを通じて、チームはスプリントの進行を効率的に管理し、目標達成に向けて継続的に進化することができます。,"**1. デイリースクラム（Daily Scrum）**  
- **目的**  
  - スプリントのゴールが達成できそうかを日々確認する。  
  - 開発チームの状況を共通理解にし、スプリントゴールへの進捗を判断するための情報を提供する。  
  - 「昨日実施したこと」「本日実施すること」「直面している問題・懸念点」の3点を確認し、必要に応じて別途ミーティングを設定する。  

- **スプリントの成果への影響**  
  - 毎日15分程度で実施されるため、進捗の可視化が迅速に行われ、問題を早期発見・解決できる。  
  - 問題がその場で共有され、チーム全体で対策を検討できるため、スプリントゴール達成率が向上する。  
  - スプリント中に発生した変更や追加要件を即座にプロダクトバックログへ反映でき、スプリントプランニングでの調整が円滑になる。  

**2. スプリントレビュー（Sprint Review）**  
- **目的**  
  - スプリントで開発された成果（インクリメント）を確認し、ゴールがどの程度達成できたかを判断する。  
  - スプリント成果に対してフィードバックを受け取り、次のスプリントで何を実施すべきかを決定する。  
  - チーム、アドバイザーが参集し、成果物の検証と次フェーズへのインプットを行う。  

- **スプリントの成果への影響**  
  - 成果物が「完成」の定義に合致しているかを検証することで、品質保証とリリース準備が確実になる。  
  - フィードバックを次のプランニングに反映させることで、プロダクトバックログが常に最新かつ優先順位が最適化される。  
  - スプリントゴールの達成度を可視化し、次スプリントへのモチベーションと方向性が明確になる。  

**3. スプリント・レトロスペクティブ（Sprint Retrospective）**  
- **目的**  
  - スプリントの活動を省み、継続すべき工夫・取り除くべき問題・施策を検討する。  
  - プロダクトオーナーを含めたチーム全体でカイゼン（改善）計画を立てる。  
  - スプリントレビューの次に実施し、スプリント最終ミーティングとして位置付けられる。  

- **スプリントの成果への影響**  
  - 継続すべき良い実践を定着させ、問題点を解消することで、次スプリントの効率と効果が向上。  
  - チーム全体で改善策を共有し、実行に移すことで、スプリントごとの成果品質が安定化。  
  - スプリント間のリズムと協働を強化し、長期的に見てプロジェクト全体の進捗と品質が向上する。  

---

**まとめ**  
- **デイリースクラム**は「進捗・問題の即時共有」でスプリントゴールへの道筋を整える。  
- **スプリントレビュー**は「成果物の検証と次フェーズへのインプット」で品質保証と方向性を確定する。  
- **スプリント・レトロスペクティブ**は「改善策の検討と実行」でチーム力を高め、次スプリントへの継続的な向上を図る。  

これら三つのミーティングは、スプリントごとに成果を確実に出し、次のサイクルへとスムーズに移行させるための不可欠な仕組みです。",O,評価対象の回答は正解回答に含まれる各ミーティングの目的・所要時間・スプリント成果への影響という主要な事実をすべて含み、矛盾や欠落がないため。,1156,1621,2777
81,it,paragraph,発注者がアジャイル開発を採用する際の姿勢について、具体的にどのような準備と努力が必要か教えてください。また、準備が不十分な場合にどのようにプロジェクトの成功確率が下がるかについても詳しく説明してください。,発注者がアジャイル開発を採用する際には、いくつかの重要な準備と努力が必要です。まず、発注者（プロダクトオーナー）は仕様を決定するために、アドバイザーやエンドユーザーを含む関係者と日々確認や調整を行う必要があります。また、事業者と検討や議論を行うための日次または週数回以上の打ち合わせの時間を確保することが求められます。そのためには、十分な時間と柔軟な環境が必要です。これらの準備が不十分な場合、例えば関係者との調整が遅れたり、打ち合わせの時間が確保できなかったりすると、仕様の確認や調整が滞り、プロジェクトが遅延する可能性が高まります。結果として、予定した通りの開発が進まず、プロジェクトの成功確率が大きく下がることになります。,"**発注者（プロダクトオーナー）がアジャイル開発を採用する際に必要な具体的準備と努力**

| 項目 | 具体的な準備・努力の内容 |
|------|------------------------|
| **1. 仕様決定に関わる日々の確認・調整** | - アドバイザーやエンドユーザーを含む関係者に対し、**日次または週数回以上の打ち合わせ時間を確保**する。 <br>- 仕様変更や優先度の再評価を行うために、**継続的なコミュニケーションフロー**を設計する。 |
| **2. 事業者との協働体制の構築** | - 発注者と開発チーム（事業者）との間で、**共通認識を固めるためのセッション（チームビルド）**を速やかに実施。 <br>- 仕様固めの作業に多くの時間を費やすことを前提とし、**技術調査・検証・プロトタイプ作成**を行う体制を整える。 |
| **3. MVP（Minimum Viable Product）の範囲設定** | - 重要でかつ極力範囲を絞った領域を **MVP** として明確に定義し、**実用的で最小限の範囲で動くプロダクト**を目指す。 <br>- 残りのスプリント数やリソースを考慮し、**要件に優先度を付与**する。 |
| **4. アジャイル開発に関する知識の獲得** | - 本ガイドブックや勉強会・レクチャー会を活用し、**アジャイル開発の基本概念・手法**を理解。 <br>- 事業者と共にシミュレーションやケーススタディを行い、**実際の課題想定と解決策**を共有。 |
| **5. 第三者チェックの活用** | - 専門知識を有する第三者（CIO補佐官・外部支援事業者）による **定期的な状況判断**を設け、**形式的にならない実質的な助言**を得る。 |
| **6. マイルストーン設定とリスク管理** | - 全体プランニングのタイミングで **マイルストーンを設定**し、MVPの再作成リスクやスプリント数の変動を見越した計画を立てる。 |

---

**準備が不十分な場合にプロジェクトの成功確率が下がる理由**

1. **仕様決定の遅延・不明確化**  
   - 日次／週数回以上の打ち合わせが確保できないと、**仕様変更や優先度決定に時間がかかりすぎる**。結果として、開発サイクルのリズムが崩れ、スプリントごとの成果物が不安定になる。

2. **事業者との協働不足**  
   - 発注者が事業者と十分に協働しない場合、**仕様固めやプロトタイプ作成の時間が不足**。これにより、開発チームは「何を作るか」が曖昧な状態で進めざるを得ず、品質低下やリスク増大につながる。

3. **MVPの不明確化**  
   - MVPが定義されていないと、開発範囲が広がりすぎて **リソースの分散**。重要機能の実装が遅れ、ユーザーにとって価値の低いプロダクトになる恐れがある。

4. **知識不足による誤った判断**  
   - アジャイル開発の基本概念や手法を理解していないと、**スクラムイベントやバックログ管理の実践が不十分**。結果として、チーム全体の生産性や品質保証機能が弱くなる。

5. **第三者チェックの欠如**  
   - 第三者による客観的評価がないと、**潜在リスクや課題に気づけず**。プロジェクトが進むにつれて問題が蓄積し、後半で大きな修正や遅延を招く。

6. **マイルストーン・リスク管理の欠如**  
   - マイルストーンが設定されていないと、**進捗の可視化やリスク対策が不十分**。MVPの再作成やスプリント数変更に柔軟に対応できず、プロジェクト全体の遅延やコスト増大につながる。

---

**結論**

発注者がアジャイル開発を採用する際は、**日々の打ち合わせ・協働体制・MVP設定・知識獲得・第三者チェック・マイルストーン管理**といった具体的な準備と継続的な努力が不可欠です。これらが不十分だと、仕様決定の遅延・協働不足・範囲拡大・知識欠如・リスク把握不備が生じ、結果としてプロジェクトの成功確率は大きく下がります。",O,正解回答に含まれる主要な事実（関係者との日々確認・日次または週数回以上の打ち合わせ時間確保、準備不十分による仕様確認滞りとプロジェクト成功確率の低下）が評価対象の回答にも明確に含まれているため。,1295,1517,2812
82,it,paragraph,スクラムマスターがプロジェクトマネージャー（PM）と混同されることによるプロジェクト進行の混乱を避けるためには、どのような対策が考えられますか？ また、その理由を述べてください。,スクラムマスターとPMの役割の違いを周囲に明確に伝える教育セッションやワークショップを設けることが重要です。スクラムマスターは対等な立場でチームをサポートし、指示をすることなくチームの自己管理を促進する役割を果たすのに対し、PMは指示や指揮を行う責任者であるため、これらの役割の違いを理解してもらうことで、誤解に基づく不要な干渉や混乱を避けることができます。また、プロジェクトの初期段階で役割分担を明確にすることも効果的です。,"**対策**

| 対策 | 内容 |
|------|------|
| **役割を明確に分離する** | プロジェクトマネージャー（PM）とスクラムマスターを別々の人に割り当てる。 |
| **同一人物による兼任を禁止する** | 「プロダクトオーナーとスクラムマスターを同じ人が兼任することは避けてください。」というガイドラインに従い、両者を別人で実施する。 |
| **役割定義の周知徹底** | PMは「プロジェクトの責任者」「指揮者・示者」として上位者からアクションを取る役割、スクラムマスターは「対等であるスタンスを取り指示しない」役割と定義して、関係者全員に共有する。 |
| **研修・教育の実施** | PMとスクラムマスターそれぞれに対して、役割・責任範囲を学ぶ研修やワークショップを行い、混同が起きないようにする。 |
| **プロジェクト文書で役割を明記** | 仕様書・調達仕様書に「PM」と「スクラムマスター」の役割と担当者を明記し、プロジェクト開始時に確認する。 |

**理由**

- **PMは上位者の立ち位置から指示・決定を行う** ため、プロジェクト全体の責任者として意思決定や調整を行う。  
- **スクラムマスターは自律的に運営される開発チームを支援し、指示を出さない** 役割であり、阻害要因の除去やコーチングを担当する。  
- 役割が混同すると、**指示と支援の境界が曖昧になり、プロジェクト進行に混乱**（例：PMがスクラムマスターのように指示を出す、逆にスクラムマスターがPM的な決定を行う）を招く。  
- ガイドブックでは「PMとスクラムマスターは全く異なる役割」と明記しており、**同一人物での兼任は混乱を生むため避けるべき** としている。  

したがって、役割を分離し明確に定義・周知することで、PMとスクラムマスターの混同によるプロジェクト進行の混乱を防止できる。",O,評価対象の回答は、正解回答の主要な対策（役割の明確化・教育・初期段階での共有）と理由（PMとスクラムマスターの役割の違いと混同による混乱の防止）を網羅しており、質問に正しく答えているため。,756,1834,2590
83,it,paragraph,アジャイル開発において、プロダクトバックログとWBSの違いを説明し、それぞれのアプローチについて説明してください,プロダクトバックログは、現段階の関心事を反映した『やるべきことリスト』であり、タスクが発生するたびに追加されるボトムアップ的なアプローチを取ります。一方、WBS（Work Breakdown Structure）は、プロジェクトを階層的に要素分解し、下位レベルの要素を足し合わせて上位レベルと一致させる『100%ルール』に従ったトップダウン的なアプローチです。,"**プロダクトバックログとWBSの違い**

| 項目 | プロダクトバックログ | WBS（Work Breakdown Structure） |
|------|------------------------|----------------------------------|
| **目的** | システム開発に必要な「要求（ユーザーが望む機能・価値）」をリスト化し、優先順位で並べることで開発の方向性と進捗を管理する | プロジェクト全体を階層的に分解し、作業項目とその成果物を明確化して「何をいつまでにどのように作るか」を定義する |
| **構成** | *要求（ユーザー・プロダクトオーナーからの要望）* を「やるべきことリスト」として記載。各項目は完結する機能を想定し、粒度はプロジェクト内で決める | *作業項目（タスク・サブタスク）* を階層構造でまとめ、上位レベルから下位レベルへ「100%ルール」に従って分解 |
| **アプローチ** | ボトムアップ的（利用者のフィードバックを受けながら追加・並び替え） | トップダウン的（全体設計を先に決め、下位作業へ展開） |
| **更新頻度** | スプリントプランニングやスプリントレビューで随時追加・並び替え | プロジェクト初期に作成し、必要に応じて修正。変更は上位レベルの設計を再検討する必要がある |
| **主な利用者** | プロダクトオーナー、開発チーム、ステークホルダー | プロジェクトマネージャー、計画担当者、リスク管理者 |
| **成果物の性質** | 「やるべきこと」のリスト（要求） | 「作業項目」と「成果物」を明示した構造図 |

---

### 1. プロダクトバックログのアプローチ

- **ユーザー中心**  
  - 利用者（またはその代弁者であるプロダクトオーナー）からのフィードバックを基に、実際に動くシステム（インクリメント）を通じて要求を洗練していく。  
- **継続的な追加・並び替え**  
  - スプリントプランニングでスプリントに取り組む範囲を決め、スプリントレビューや途中で必要と判断した機能はプロダクトバックログに追加。  
  - 並び順（優先順位）はスプリントプランニングやレビューで確認し、適宜並び替える。  
- **ボトムアップ的**  
  - 要求は「やるべきことリスト」として、開発の進行とともに具体化・詳細化される。  
- **成果物**  
  - スプリントごとに「動くシステムそのもの」がインクリメントとして完成し、プロダクトバックログはそれを支える要求のリストである。

---

### 2. WBS（Work Breakdown Structure）のアプローチ

- **トップダウン的**  
  - プロジェクト全体を「上位レベル」から定義し、下位レベルへと分解していく。  
  - 「100%ルール」に従い、下位レベルの作業項目を足し合わせると上位レベルに一致するよう設計。  
- **作業項目の明確化**  
  - 各タスク・サブタスクを階層構造で整理し、誰が何をいつまでに行うかを明示。  
- **計画と管理**  
  - WBSはスケジュール、リソース配分、コスト見積もりの基盤となる。  
  - 進捗管理はWBSに沿ったタスク完了状況で行い、EVM（Earned Value Management）などの手法で定量化。  
- **変更管理**  
  - 要求が変わった場合、WBS全体の構造を再検討し、上位レベルから下位へ影響を追跡する必要がある。  
- **成果物**  
  - 「作業項目」と「それに伴う成果物（設計書、コード、テスト結果など）」を体系的に管理。

---

### まとめ

- **プロダクトバックログ**は「何を作るか（ユーザーが求める機能）」をボトムアップで継続的に更新し、スプリント単位で動くシステムをインクリメントとして完成させるアプローチ。  
- **WBS**は「何をいつまでにどのように作るか」をトップダウンで階層化し、計画・進捗管理の基盤とするアプローチ。  

両者は目的と更新頻度、構成の観点で明確に区別されるため、アジャイル開発ではプロダクトバックログで要求を管理しつつ、必要に応じてWBSを用いて作業計画とリソース配分を行うことが推奨されます。",O,正解回答の主要な事実（プロダクトバックログのボトムアップ的アプローチと「やるべきことリスト」、WBSのトップダウン的アプローチと「100%ルール」および階層分解）が評価対象の回答に明確に含まれており、質問への回答として正確であるため。,1240,1548,2788
84,it,paragraph,GIGAスクール構想における学習系データと校務系データの連携の難しさについて、その原因と具体的な問題点を挙げて説明してください。,GIGAスクール構想では、1人1台端末と高速ネットワークの整備が進められており、学習系データが大量に生成されていますが、学習系と校務系ネットワークが分離されているため、円滑なデータのやり取りが難しい状況にあります。この分離の主な原因は、セキュリティの確保が求められるため、中間サーバなどを設置してデータ連携を実現しようとしても、コスト負担が大きいことやリアルタイム連携が難しい点などが挙げられます。また、中間サーバは特定のデータのみを通す前提で構築されるため、連携対象データを追加する際にはシステム変更が必要となります。このように、ネットワーク分離により、校務と教務で別々の端末を使用せざるを得ないケースが多く、整備コストや業務負担が増加するという問題が発生しています。,"**GIGAスクール構想における学習系データと校務系データの連携が難しい主な原因と具体的な問題点**

| 原因 | 具体的な問題点 |
|------|----------------|
| **ネットワークの分離** | - 学習系（学習ポータル、MEXCBT 等）と校務系（校務支援システム）がそれぞれ別のネットワーク（インターネット/パブリッククラウド vs 閉域網／オンプレミス）で運用されている。<br>- 端末を学習系と校務系で使い分ける必要があり、同じデータを改めて入力するか USB 等で受け渡しが必要になる。 |
| **中間サーバの欠如** | - ネットワーク分離によりデータ連携を実現するには中間サーバが必要だが、コスト負担が大きくリアルタイム連携も困難。<br>- 中間サーバは特定データのみ通す前提で構築されるため、対象データを追加するとシステム変更が必要。 |
| **標準化の不十分** | - 校務支援システムが扱うデータ（指導記録、健康診断票等）は標準化されているが、各教育委員会・学校で帳票を過剰にカスタマイズしている。<br>- カスタマイズによりデータの互換性が失われ、転校・進学時に児童生徒データを引き渡すことが困難。 |
| **帳票類のカスタマイズ** | - 出席簿・学校日誌・通知表等の公簿だけでなく、非公簿帳票にも多様なカスタマイズが行われている。<br>- これにより調達コスト増加と、校務支援システム入替時のデータベース移行が困難になる。 |
| **行政系・福祉系データとの連携不足** | - 首長部局のネットワークと学校の校務系・学習系ネットワークは相互連携を前提としていない。<br>- 福祉系データと連携して支援を要する児童生徒の早期発見・支援に結びつけることができない。 |
| **災害時のリスク** | - 校務系システムが自前サーバ／オンプレミスで運用されているため、大規模災害時にデータが喪失しやすい。<br>- 学習系データと校務系データが分散していることで、災害時に業務継続性を確保することが難しい。 |
| **セキュリティ対策の不備** | - 校務支援システムが職員室に固定された端末からしかアクセスできないため、テレワークや緊急時の業務継続が困難。<br>- USB 等で情報を持ち出す際に情報漏えいリスクが存在。 |

**まとめ**

- 学習系と校務系のネットワーク分離が根本的な障壁であり、データ連携を実現するには中間サーバや統合ネットワーク構成が必要だが、コストと運用負担が大きい。
- 標準化の進展不足や帳票類の過剰カスタマイズがデータ互換性を損ない、転校・進学時のデータ移行やシステム入替を困難にしている。
- 行政系・福祉系データとの連携も前提がなく、支援の早期発見・対応に結びつけられない。
- 災害時のデータ喪失リスクとセキュリティ対策不足が、業務継続性を脅かしている。",O,正解回答の主要な事実（ネットワーク分離、中間サーバのコストとリアルタイム連携の難しさ、データ追加時のシステム変更、端末の使い分けによるコスト・負担増）がすべて含まれており、事実関係に矛盾や欠落がないため。,1027,1855,2882
